City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
364,Safety Harbor,US,27.99,-82.69,82.0,50,100,5.82,overcast clouds
365,Paso De Los Toros,UY,-32.82,-56.52,87.8,40,20,9.17,few clouds
366,Mehamn,NO,71.04,27.85,32.0,74,0,31.09,clear sky
367,Kamenka,RU,51.32,42.77,32.0,88,0,11.01,clear sky
368,San Francisco,US,37.77,-122.42,57.99,62,20,3.36,few clouds
369,Kirsanov,RU,52.65,42.72,29.35,95,44,13.27,scattered clouds
370,West Wendover,US,40.74,-114.07,35.6,47,1,8.05,clear sky
371,Santo Antonio Do Sudoeste,BR,-26.07,-53.73,90.93,38,81,4.12,light rain
372,Ilulissat,GL,69.22,-51.1,28.4,63,100,18.34,overcast clouds
373,Qurayyat,SA,31.33,37.34,51.8,71,0,4.7,clear sky
374,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,99.27,35,79,4.45,broken clouds
375,Helena,US,46.59,-112.04,37.99,59,1,2.24,clear sky
376,Ancud,CL,-41.87,-73.82,55.4,58,90,5.82,overcast clouds
377,Aswan,EG,24.09,32.91,63.07,30,0,9.1,clear sky
378,Iranshahr,IR,27.2,60.68,62.6,18,0,6.93,clear sky
379,Mumbwa,ZM,-14.98,27.06,73.4,61,68,1.25,light rain
380,Jiexiu,CN,37.02,111.91,24.73,81,8,1.16,clear sky
381,Cidreira,BR,-30.18,-50.21,79.21,77,39,6.53,scattered clouds
382,Fairbanks,US,64.84,-147.72,7.0,76,40,3.36,scattered clouds
383,Alyangula,AU,-13.85,136.42,75.2,100,64,9.19,mist
384,Beni Mazar,EG,28.5,30.8,54.25,62,0,3.0,clear sky
385,Varberg,SE,57.11,12.25,32.0,94,100,3.0,overcast clouds
386,Taoudenni,ML,22.68,-3.98,71.1,22,100,6.22,overcast clouds
387,San Andres,CO,12.58,-81.7,75.2,94,90,20.56,thunderstorm with light rain
388,Cieza,ES,38.24,-1.42,55.99,71,0,2.84,clear sky
389,Broken Hill,AU,-31.95,141.43,60.8,38,2,2.24,clear sky
390,Muzhi,RU,65.37,64.67,16.0,90,100,7.96,overcast clouds
391,Floro,NO,61.6,5.03,44.6,81,75,23.04,broken clouds
392,Aklavik,CA,68.22,-135.01,-2.2,84,100,4.7,overcast clouds
393,Opuwo,NA,-18.06,13.84,74.14,48,87,8.3,overcast clouds
394,Aktash,RU,50.3,87.73,2.59,95,100,1.52,overcast clouds
395,Vila Franca Do Campo,PT,37.72,-25.43,59.0,82,40,32.21,scattered clouds
396,Miraflores,MX,19.22,-98.81,79.0,17,5,6.93,clear sky
397,Aviles,ES,43.55,-5.92,53.01,93,0,1.12,clear sky
398,Narsaq,GL,60.92,-46.05,21.2,48,100,6.93,overcast clouds
399,Malakal,SS,9.53,31.66,77.29,20,0,5.14,clear sky
400,Baiyin,CN,36.56,104.21,36.0,58,0,4.47,snow
401,Ardino,BG,41.58,25.13,53.01,75,90,3.36,overcast clouds
402,Amga,RU,60.9,131.96,-16.53,87,100,1.45,overcast clouds
403,Pocoes,BR,-14.53,-40.37,69.71,82,100,8.66,overcast clouds
404,Havoysund,NO,71.0,24.66,39.2,69,40,20.8,scattered clouds
405,Henties Bay,NA,-22.12,14.28,57.99,90,2,2.08,clear sky
406,Tottori,JP,35.5,134.23,48.07,72,90,7.2,overcast clouds
407,Polignano A Mare,IT,41.0,17.22,55.99,92,100,1.01,light rain
408,Panaba,MX,21.28,-88.27,84.79,66,73,7.34,light rain
409,Chakulia,IN,22.48,86.72,63.86,43,14,4.27,few clouds
410,Asau,RO,46.43,26.4,34.0,93,75,3.36,broken clouds
411,French Harbor,HN,16.35,-86.43,84.99,70,20,11.41,few clouds
412,Benicarlo,ES,40.42,0.43,50.0,86,5,1.01,clear sky
413,Trairi,BR,-3.28,-39.27,81.93,70,72,14.67,broken clouds
414,Blanes,ES,41.67,2.79,59.0,100,0,3.36,clear sky
415,Marsh Harbour,BS,26.54,-77.06,77.74,69,78,9.46,broken clouds
416,Bonavista,CA,48.65,-53.11,39.99,100,100,10.29,overcast clouds
417,Zaqatala,AZ,41.63,46.64,41.0,80,90,6.93,overcast clouds
418,Mwene-Ditu,CD,-7.0,23.45,66.65,99,100,2.68,overcast clouds
419,Tres Arroyos,AR,-38.37,-60.28,65.28,44,50,19.48,scattered clouds
420,Urambo,TZ,-5.07,32.05,65.8,95,96,3.42,moderate rain
421,Kikwit,CD,-5.04,18.82,71.51,90,100,2.44,light rain
422,Aripuana,BR,-9.17,-60.63,88.59,57,100,1.54,light rain
423,Pouembout,NC,-21.13,164.9,75.13,62,1,6.31,clear sky
424,Cajamarca,PE,-7.16,-78.5,64.4,63,75,4.7,light rain
425,Thinadhoo,MV,0.53,72.93,82.0,66,7,5.91,clear sky
426,Uyuni,BO,-20.46,-66.83,71.38,20,73,4.54,broken clouds
427,Marzuq,YE,14.4,46.47,63.14,82,1,4.94,clear sky
428,Presidente Medici,BR,-11.18,-61.9,92.82,46,31,0.6,scattered clouds
429,Abadiania,BR,-16.2,-48.71,82.4,37,40,9.17,scattered clouds
430,General Pico,AR,-35.66,-63.76,84.51,19,21,14.54,few clouds
431,Teguldet,RU,57.31,88.17,4.77,93,48,2.82,scattered clouds
432,Cosala,MX,24.41,-106.69,80.01,57,0,5.01,clear sky
433,Goure,NE,13.98,10.27,81.0,19,0,7.0,clear sky
434,Leningradskiy,RU,69.38,178.42,7.57,92,100,15.57,overcast clouds
435,Dudinka,RU,69.41,86.18,5.0,84,90,29.08,snow
436,Rosetta,EG,31.4,30.42,62.6,77,20,4.7,few clouds
437,Puerto Del Rosario,ES,28.5,-13.86,62.6,88,40,6.93,scattered clouds
438,Bissau,GW,11.86,-15.6,82.4,58,0,1.12,clear sky
439,Laguna,US,38.42,-121.42,59.0,50,1,3.36,clear sky
440,San Cristobal,VE,7.77,-72.22,87.8,58,40,4.7,scattered clouds
441,Mana,GF,5.66,-53.78,82.4,75,65,11.45,broken clouds
442,Maragogi,BR,-9.01,-35.22,78.08,75,99,9.71,overcast clouds
443,Svetlogorsk,BY,52.63,29.73,30.0,98,92,6.55,overcast clouds
444,Toora-Khem,RU,52.47,96.11,-2.65,88,7,0.67,clear sky
445,Yamada,JP,39.47,141.95,37.18,80,8,5.7,clear sky
446,Sao Sebastiao,BR,-23.76,-45.41,79.29,75,15,4.14,few clouds
447,Olafsvik,IS,64.89,-23.71,31.69,93,65,15.93,broken clouds
448,Burnie,AU,-41.07,145.92,48.99,81,7,5.99,clear sky
449,Poum,NC,-20.23,164.02,75.76,70,0,15.9,clear sky
450,Mitsamiouli,KM,-11.38,43.28,80.26,74,94,9.08,overcast clouds
451,Beira,MZ,-19.84,34.84,82.4,78,75,11.41,broken clouds
452,Verkhnevilyuysk,RU,63.45,120.32,-13.23,89,91,5.91,overcast clouds
453,Resistencia,AR,-27.46,-58.98,96.8,50,40,13.87,thunderstorm
454,Santa Maria,BR,-29.68,-53.81,87.8,55,75,6.93,broken clouds
455,Kiunga,PG,-6.12,141.29,74.41,98,100,1.16,moderate rain
456,Calca,PE,-13.33,-71.95,66.2,37,40,4.7,scattered clouds
457,Puerto Lempira,HN,15.27,-83.77,83.25,67,1,7.78,clear sky
458,Santa Cruz,BO,-17.8,-63.17,96.8,41,40,17.22,scattered clouds
459,Ilheus,BR,-14.79,-39.05,82.4,74,75,11.41,broken clouds
460,Pisco,PE,-13.7,-76.22,73.4,69,0,16.11,clear sky
461,Severo-Kurilsk,RU,50.68,156.12,29.7,92,100,6.71,light snow
462,Ayan,RU,56.45,138.17,2.62,87,11,15.86,few clouds
463,Bend,US,44.06,-121.32,43.0,48,0,6.87,clear sky
464,Yar-Sale,RU,66.83,70.83,19.17,95,100,22.79,overcast clouds
465,Cabo San Lucas,MX,22.89,-109.91,80.01,64,5,3.36,clear sky
466,Samfya,ZM,-11.36,29.56,75.06,57,79,4.41,broken clouds
467,Jiaojiang,CN,28.68,121.44,52.0,76,98,1.99,overcast clouds
468,Cochabamba,BO,-17.39,-66.16,87.8,18,20,11.41,few clouds
469,Tessalit,ML,20.2,1.01,69.01,23,0,7.94,clear sky
470,Seda,LV,57.65,25.75,30.99,92,100,5.01,overcast clouds
471,Asfi,MA,32.3,-9.24,63.12,78,71,5.99,light rain
472,Manokwari,ID,-0.87,134.08,79.45,75,97,3.67,heavy intensity rain
473,Atar,MR,20.52,-13.05,80.6,26,100,6.93,overcast clouds
474,Lompoc,US,34.64,-120.46,66.2,22,1,4.54,clear sky
475,Zaysan,KZ,47.47,84.87,17.15,83,93,4.83,overcast clouds
476,Djenne,ML,13.91,-4.55,83.68,20,39,8.1,scattered clouds
477,Dubuque,US,42.48,-90.87,41.0,69,75,19.46,broken clouds
478,Bosaso,SO,11.28,49.18,78.15,73,2,6.13,clear sky
479,Gamba,GA,-2.65,10.0,77.83,89,76,3.65,broken clouds
480,Daru,PG,-9.08,143.21,79.3,86,65,8.48,broken clouds
481,Karratha,AU,-20.74,116.85,79.38,41,0,9.17,light rain
482,Platteville,US,42.73,-90.48,41.0,72,90,17.22,overcast clouds
483,Luwuk,ID,-0.95,122.79,78.28,77,99,3.47,heavy intensity rain
484,Saint-Georges,GD,12.06,-61.75,84.2,79,40,20.8,scattered clouds
485,Porto Novo,BJ,6.5,2.6,82.4,83,20,8.05,few clouds
486,Fernley,US,39.61,-119.25,46.99,33,17,4.0,few clouds
487,Khani,GE,41.96,42.96,46.4,65,0,8.05,clear sky
488,Kiruna,SE,67.86,20.23,24.8,85,0,11.41,clear sky
489,Ketchikan,US,55.34,-131.65,44.6,100,90,20.8,heavy intensity rain
490,Gat,IL,31.61,34.76,60.01,82,0,4.23,clear sky
491,Laje,BR,-10.18,-40.97,80.19,49,63,10.74,broken clouds
492,Belyy Yar,RU,53.6,91.39,12.2,85,90,4.47,light snow
493,Roald,NO,62.58,6.13,46.99,61,75,13.87,broken clouds
494,Komsomolskiy,UZ,40.43,71.72,30.2,86,0,4.7,mist
495,Aktau,KZ,43.65,51.2,32.0,70,0,15.66,clear sky
496,Havelock,US,34.88,-76.9,68.0,67,1,9.17,clear sky
497,Longido,TZ,-2.73,36.68,67.84,80,100,13.38,light rain
498,Motygino,RU,58.18,94.76,2.89,92,4,3.65,clear sky
499,Ostrovnoy,RU,68.05,39.51,28.83,95,100,30.51,overcast clouds
500,Akcakoca,TR,41.09,31.12,52.74,43,100,4.83,overcast clouds
501,Mineiros,BR,-17.57,-52.55,88.05,39,31,4.74,scattered clouds
502,Walvis Bay,NA,-22.96,14.51,59.0,82,0,6.93,clear sky
503,Lumeje,AO,-11.55,20.78,68.47,88,100,7.31,light rain
504,Kasimov,RU,54.94,41.4,35.85,92,100,13.58,overcast clouds
505,Vanimo,PG,-2.67,141.3,78.48,84,99,3.27,light rain
506,Bilibino,RU,68.05,166.44,-13.74,86,100,0.92,overcast clouds
507,Cordoba,AR,-31.41,-64.18,69.01,94,75,13.87,moderate rain
508,Manoel Urbano,BR,-8.84,-69.26,92.93,44,85,1.52,heavy intensity rain
509,Oranjemund,NA,-28.55,16.43,60.89,81,0,12.41,clear sky
510,Bilma,NE,18.69,12.92,72.48,21,0,5.44,clear sky
511,Wasilla,US,61.58,-149.44,26.01,92,1,3.36,clear sky
512,Bangolo,CI,7.01,-7.47,75.11,85,6,1.19,clear sky
513,Belmonte,BR,-15.86,-38.88,84.2,66,75,4.7,broken clouds
514,Nanortalik,GL,60.14,-45.24,28.36,86,100,5.08,overcast clouds
515,Maniitsoq,GL,65.42,-52.9,29.05,97,100,17.96,snow
516,Kalaleh,IR,37.38,55.49,46.4,87,75,1.81,broken clouds
517,Tiksi,RU,71.69,128.87,2.32,89,100,21.32,overcast clouds
518,Heishan,CN,41.69,122.11,18.54,82,0,5.21,clear sky
519,Sirsa,IN,29.53,75.02,62.42,27,0,2.68,clear sky
520,Inuvik,CA,68.35,-133.72,-2.2,84,100,4.7,overcast clouds
521,Anshun,CN,26.25,105.93,41.61,81,100,5.23,overcast clouds
522,Bangalore,IN,12.98,77.6,68.0,100,40,4.7,scattered clouds
523,Kieta,PG,-6.22,155.63,80.15,79,85,3.65,overcast clouds
524,Kirakira,SB,-10.45,161.92,81.16,76,100,7.07,overcast clouds
525,Arlit,NE,18.74,7.39,80.96,16,0,7.14,clear sky
526,Krasnokamensk,RU,50.1,118.04,-2.97,86,1,3.6,clear sky
527,Port Hedland,AU,-20.32,118.57,78.8,88,0,9.17,clear sky
528,Cayenne,GF,4.93,-52.33,84.2,74,40,9.17,scattered clouds
529,Shenjiamen,CN,29.96,122.3,54.25,71,81,17.34,broken clouds
530,Kavaratti,IN,10.57,72.64,82.24,68,0,1.97,clear sky
531,Macklin,CA,52.33,-109.93,15.8,85,33,10.29,scattered clouds
532,Los Llanos De Aridane,ES,28.66,-17.92,68.0,49,20,9.17,few clouds
533,Naron,ES,43.52,-8.15,57.0,80,100,1.99,overcast clouds
534,Dashitou,CN,43.31,128.51,9.66,90,0,7.81,clear sky
535,Wernigerode,DE,51.83,10.78,37.0,93,40,1.01,scattered clouds
536,Vila,PT,42.03,-8.16,50.0,83,100,5.01,overcast clouds
537,Egvekinot,RU,66.32,-179.17,4.91,91,61,10.27,broken clouds
538,Fare,PF,-16.7,-151.02,81.88,74,13,8.39,few clouds
539,Tiznit,MA,29.58,-9.5,59.45,71,100,2.73,light rain
540,Warora,IN,20.23,79.0,69.31,60,0,4.09,clear sky
541,Kudahuvadhoo,MV,2.67,72.89,81.99,66,1,7.18,clear sky
542,Port Antonio,JM,18.18,-76.46,86.0,62,20,23.04,few clouds
543,Najran,SA,17.49,44.13,75.2,38,75,2.84,broken clouds
544,Verkhovazhye,RU,60.75,42.05,26.51,96,100,7.27,overcast clouds
545,Grobina,LV,56.54,21.17,33.8,88,100,1.12,overcast clouds
546,Praia,CV,14.92,-23.51,73.4,69,75,13.87,broken clouds
547,Manta,EC,-0.95,-80.73,77.0,78,90,8.05,overcast clouds
548,Ambon,ID,-3.7,128.18,81.0,96,100,6.6,moderate rain
549,Darhan,MN,49.49,105.92,6.51,90,79,4.83,broken clouds
550,Oriximina,BR,-1.77,-55.87,91.76,48,43,6.2,scattered clouds
551,Tabuk,PH,17.42,121.44,70.72,90,100,8.55,overcast clouds
552,Amos,CA,48.57,-78.12,35.6,80,90,5.82,overcast clouds
553,Kununurra,AU,-15.77,128.73,80.6,88,40,3.36,scattered clouds
554,Novonukutskiy,RU,53.7,102.71,10.49,95,100,3.85,light snow
555,Flinders,AU,-34.58,150.86,64.0,74,71,6.96,broken clouds
556,Buala,SB,-8.14,159.59,80.73,77,99,5.28,overcast clouds
557,Upata,VE,8.01,-62.4,88.0,64,64,1.01,light rain
558,Barra Do Corda,BR,-5.5,-45.25,88.7,53,90,4.14,overcast clouds
559,Kismayo,SO,-0.36,42.55,80.92,79,0,12.44,clear sky
560,Itoman,JP,26.12,127.67,68.0,60,75,14.99,broken clouds
561,Haines Junction,CA,60.75,-137.51,26.6,92,34,2.24,scattered clouds
562,Tazovskiy,RU,67.47,78.7,13.71,96,100,16.33,overcast clouds
563,Meulaboh,ID,4.14,96.13,76.12,89,70,3.69,broken clouds
564,Sira,IN,13.75,76.91,67.87,96,28,6.64,scattered clouds
565,Berlevag,NO,70.86,29.09,32.0,88,0,31.09,clear sky
566,Santa Maria Del Oro,MX,25.93,-105.37,66.72,27,0,3.58,clear sky
567,Esso,RU,55.93,158.7,4.84,83,28,2.37,scattered clouds
568,Acapulco,MX,16.86,-99.89,86.0,70,40,6.93,scattered clouds
569,Jaque,PA,7.52,-78.17,81.43,78,99,4.45,light rain
570,Pacifica,US,37.61,-122.49,59.0,62,20,3.36,few clouds
571,Curaca,BR,-8.99,-39.91,91.38,27,27,12.57,scattered clouds
572,Sroda Wielkopolska,PL,52.23,17.28,32.0,81,89,1.99,overcast clouds
573,Bobo Dioulasso,BF,11.18,-4.3,86.0,45,0,4.7,clear sky
574,Goderich,CA,43.75,-81.72,46.4,61,100,13.87,overcast clouds
575,Okhotsk,RU,59.38,143.3,4.17,85,100,15.41,overcast clouds
576,Sonqor,IR,34.78,47.6,46.4,87,40,2.98,scattered clouds
577,Atikokan,CA,48.76,-91.62,23.25,93,100,11.61,overcast clouds
578,Kanye,BW,-24.97,25.33,73.17,47,8,4.38,clear sky
579,Ajdabiya,LY,30.76,20.23,63.28,59,0,9.46,clear sky
580,Hanna,CA,51.63,-111.9,21.2,85,84,11.41,broken clouds
581,Belturbet,IE,54.1,-7.45,46.99,90,100,3.0,overcast clouds
582,Williams Lake,CA,52.14,-122.14,32.0,83,90,19.46,overcast clouds
583,Hamilton,US,39.18,-84.53,55.0,46,1,4.7,clear sky
584,Calahorra,ES,42.31,-1.97,48.99,93,0,3.36,clear sky
585,Minnedosa,CA,50.25,-99.84,24.8,62,20,12.75,few clouds
586,Tiebissou,CI,7.16,-5.23,78.8,83,20,5.97,few clouds
587,Olden,NO,61.84,6.81,46.4,61,75,5.82,broken clouds
588,Teya,RU,60.38,92.63,7.27,90,77,3.71,broken clouds
589,Namatanai,PG,-3.67,152.43,78.1,79,100,4.25,overcast clouds
590,Nuevo Ideal,MX,24.89,-105.07,66.87,28,0,4.07,clear sky
591,Sakaiminato,JP,35.55,133.23,50.0,66,75,10.29,broken clouds
592,Acarau,BR,-2.89,-40.12,82.65,67,77,19.57,broken clouds
593,Linden,GY,6.0,-58.3,77.0,100,75,2.24,thunderstorm
594,Nevelsk,RU,46.67,141.86,12.2,92,75,4.47,light shower snow
595,Griffith,US,41.53,-87.42,51.01,52,1,12.75,clear sky
596,Antofagasta,CL,-23.65,-70.4,70.0,68,75,18.34,broken clouds
597,Huarmey,PE,-10.07,-78.15,70.88,70,78,11.88,broken clouds
598,Loandjili,CG,-4.76,11.86,78.55,87,100,4.36,overcast clouds
599,Suda,RU,59.15,37.56,28.4,100,90,6.71,overcast clouds
600,Sal Rei,CV,16.18,-22.92,75.2,60,40,10.29,scattered clouds
601,Cururupu,BR,-1.83,-44.87,82.76,72,93,7.0,overcast clouds
602,Mabaruma,GY,8.2,-59.78,83.53,72,38,5.08,scattered clouds
603,Batagay-Alyta,RU,67.8,130.41,-4.47,82,54,3.09,broken clouds
604,Lata,PT,40.16,-8.33,55.0,85,58,4.72,broken clouds
605,Hopelchen,MX,19.77,-89.85,86.0,62,40,11.41,scattered clouds
606,Sobolevo,RU,54.43,31.9,30.52,98,99,5.14,overcast clouds
607,Pala,TD,9.36,14.9,77.16,25,100,3.38,overcast clouds
608,Wattegama,LK,6.8,81.48,78.8,94,0,6.93,clear sky
609,Vagur,FO,61.47,-6.81,46.36,68,100,34.96,light rain
610,Rawson,AR,-43.3,-65.1,60.93,33,0,11.27,clear sky
611,Chimoio,MZ,-19.12,33.48,70.61,94,100,1.52,moderate rain
612,Lieksa,FI,63.32,30.02,25.38,96,97,7.52,overcast clouds
613,Kharp,RU,66.8,65.81,14.34,92,100,11.81,overcast clouds
614,Jiuquan,CN,39.74,98.52,20.43,85,11,0.76,few clouds
615,Limbang,MY,4.75,115.0,77.0,88,75,8.05,broken clouds
616,Neftegorsk,RU,52.8,51.17,17.22,95,0,8.61,clear sky
617,Port Macquarie,AU,-31.43,152.92,70.0,71,83,1.01,broken clouds
618,Hami,CN,42.8,93.45,23.99,84,98,4.54,overcast clouds
619,Adrar,MR,20.5,-10.07,70.75,25,100,5.44,overcast clouds
620,Mnogovershinnyy,RU,53.94,139.92,7.18,96,100,5.97,overcast clouds
621,Yenagoa,NG,4.92,6.26,77.18,87,100,5.06,overcast clouds
622,Marawi,PH,8.0,124.29,73.99,89,96,3.0,overcast clouds
623,Aranda De Duero,ES,41.67,-3.69,45.59,67,100,2.89,overcast clouds
624,Bereznik,RU,62.86,42.71,17.28,97,100,6.55,overcast clouds
625,San Julian,MX,21.02,-102.17,78.19,26,0,12.06,clear sky
626,Fort Frances,CA,48.6,-93.4,23.0,73,90,16.11,overcast clouds
627,Punto Fijo,VE,11.7,-70.2,84.45,70,100,21.92,overcast clouds
628,San Policarpo,PH,12.18,125.51,80.55,83,96,15.26,overcast clouds
629,Aromashevo,RU,56.86,68.64,1.31,93,8,4.79,clear sky
630,Nebbi,UG,2.48,31.09,67.87,63,90,4.99,overcast clouds
631,Pucara,PE,-15.98,-71.46,68.0,34,75,11.41,light rain
632,Rastolita,RO,46.97,24.99,32.0,83,28,0.34,scattered clouds
633,Krasnoselkup,RU,65.7,82.47,5.22,93,100,13.69,overcast clouds
634,La Orilla,MX,17.98,-102.23,82.9,66,0,8.19,clear sky
635,Coro,VE,11.4,-69.67,84.43,70,98,16.73,overcast clouds
636,Tateyama,JP,34.98,139.87,46.4,65,75,9.17,broken clouds
637,Karasburg,NA,-28.02,18.75,74.08,20,0,9.82,clear sky
638,Bahir Dar,ET,11.59,37.39,63.68,74,80,5.21,light rain
639,Georgiyevka,KZ,43.04,74.71,21.2,85,90,2.24,overcast clouds
640,Ous,RU,60.91,61.52,11.52,94,0,3.24,clear sky
641,Guane,CU,22.2,-84.09,80.49,65,46,8.86,scattered clouds
642,Honningsvag,NO,70.98,25.97,41.95,67,100,24.11,overcast clouds
643,Kasulu,TZ,-4.58,30.1,73.4,88,75,2.73,broken clouds
644,Dorado,PR,18.46,-66.27,82.4,69,40,11.41,scattered clouds
645,La Libertad,EC,-2.23,-80.9,78.8,69,20,8.05,few clouds
646,Auki,SB,-8.77,160.7,78.57,83,100,4.74,overcast clouds
647,Woodstock,CA,43.13,-80.75,50.0,61,99,10.29,overcast clouds
648,Manggar,ID,-2.88,108.27,78.51,86,63,5.17,broken clouds
649,Rundu,NA,-17.93,19.77,70.65,78,100,0.92,overcast clouds
650,Porbandar,IN,21.64,69.61,76.12,71,0,2.3,clear sky
651,Ust-Maya,RU,60.42,134.53,-17.09,88,89,0.56,overcast clouds
652,Xuddur,SO,4.12,43.89,78.39,52,0,8.34,clear sky
653,Ler,SS,8.3,30.14,78.35,25,3,4.07,clear sky
654,Verkhovyna,UA,48.16,24.79,25.11,93,18,1.63,few clouds
655,Dhidhdhoo,MV,6.88,73.1,83.03,71,14,8.3,few clouds
656,Moldava Nad Bodvou,SK,48.61,21.0,32.0,95,90,2.24,mist
657,Ust-Kuyga,RU,70.02,135.6,-15.63,86,100,10.96,overcast clouds
658,Shepsi,RU,44.04,39.15,54.01,43,0,4.09,clear sky
659,Vianopolis,BR,-16.74,-48.52,75.56,68,73,8.08,broken clouds
660,Scarborough,GB,54.28,-0.4,45.0,94,92,6.26,overcast clouds
661,Kaseda,JP,31.42,130.32,51.58,72,41,14.2,scattered clouds
662,Zeya,RU,53.75,127.27,3.18,83,100,4.36,overcast clouds
663,Boca Do Acre,BR,-8.75,-67.4,92.91,46,100,0.58,overcast clouds
664,Sunnyside,US,46.32,-120.01,39.99,100,90,1.7,fog
665,Torata,PE,-17.08,-70.84,66.45,43,25,10.71,light rain
666,Hokitika,NZ,-42.72,170.97,53.67,87,100,7.02,light rain
667,Bembibre,ES,42.62,-6.42,52.0,91,100,1.01,overcast clouds
668,Oksfjord,NO,70.24,22.35,44.6,70,75,8.05,broken clouds
669,Mahon,ES,39.89,4.27,55.4,87,20,8.05,few clouds
